日付	 速度L1	 速度L2	 速度L3	 速度L4	 速度L5	 速度L6	 速度L7	 速度L8	 速度NGL1	 速度NGL2	 速度NGL3	 速度NGL4	 速度NGL5	 速度NGL6	 速度NGL7	 速度NGL8	 フラグなしL1	 フラグなしL2	 フラグなしL3	 フラグなしL4	 フラグなしL5	 フラグなしL6	 フラグなしL7	 フラグなしL8	 効率L1	 効率L2	 効率L3	 効率L4	 効率L5	 効率L6	 効率L7	 効率L8	 高難易度L1	 高難易度L2	 高難易度L3	 高難易度L4	 高難易度L5	 高難易度L6	 高難易度L7	 高難易度L8	 ランダム難易度L1	 ランダム難易度L2	 ランダム難易度L3	 ランダム難易度L4	 ランダム難易度L5	 ランダム難易度L6	 ランダム難易度L7	 ランダム難易度L8	 ハードコアL1	 ハードコアL2	 ハードコアL3	 ハードコアL4	 ハードコアL5	 ハードコアL6	 ハードコアL7	 ハードコアL8	 ハードコアNGL1	 ハードコアNGL2	 ハードコアNGL3	 ハードコアNGL4	 ハードコアNGL5	 ハードコアNGL6	 ハードコアNGL7	 ハードコアNGL8	 耐久L1	 耐久L2	 耐久L3	 耐久L4	 耐久L5	 耐久L6	 耐久L7	 耐久L8	 ナイトメアL1	 ナイトメアL2	 ナイトメアL3	 ナイトメアL4	 ナイトメアL5	 ナイトメアL6	 ナイトメアL7	 ナイトメアL8
2024/2/27	816.3	1291	3055	2874	3518	3695	14836	9000	734.5	1351	2391	1946	2622	3968	4803	9601	689.8	960.4	2800	2169	2673	3190	3968	9213	559.4	885.3	1365	1988	3928	4039	6468	11338	898.1	2784	7275	7086	11931	17570	29950	60290	707.5	1226	3214	2324	4072	5249	10777	16172	711.7	1201	2664	2249	2872	3960	5594	9975	703	3105	5421	3642	4111	5988	6500	9674	867.7	1095	1900	2773	3981	5300	12923	25700	1660	2008	3589	5188	7500	14458	31866	105000
2024/2/26	796.4	1358	2954	2898	3550	3695	14002	9000	738.5	1386	2454	1974	2493	4140	4803	9601	703.3	989	2756	2155	2576	3147	3990	9213	552.2	884.8	1352	1930	3578	4426	6000	11338	912.1	2777	7012	7108	11775	17570	29838	55930	696.1	1238	3292	2321	4290	5230	11001	14968	712.4	1170	2678	2386	2888	3960	5594	9938	711.8	3167	5035	3567	4298	6400	6400	9674	832.4	1076	1957	2986	3981	5300	12900	25368	1646	2138	3599	5100	7487	14458	35000	100155
2024/2/25	831.4	1380	3194	2910	3558	3697	13359	9117	734.1	1449	2444	2008	2491	4140	4803	9413	700.7	986.6	2554	2229	2499	2905	3990	9754	565.2	898.5	1414	1930	3260	4444	6450	11338	889	2776	6800	7067	11887	17570	29292	55449	708	1223	3269	2442	4160	5230	11001	16187	719.8	1183	2692	2500	2788	3960	5914	10000	712.3	3085	4909	3691	4385	6400	6400	9322	869.5	1135	1951	2807	3981	5300	12900	25690	1633	2007	3550	5026	7500	14458	35000	107555
2024/2/24	829.2	1384	3143	2906	3558	3697	12629	9786	751.1	1430	2456	1958	2450	4140	4803	9450	693	998.1	2333	2116	2429	2723	3990	9762	562.8	890.7	1300	1866	3101	4444	6450	11341	911.5	2785	6948	7051	11950	17570	29917	55000	717.2	1232	3134	2630	4373	5230	11813	16000	732.2	1227	2698	2662	3040	3893	5914	10000	711.8	2930	4919	3624	4332	6400	6400	9898	845.5	1085	2088	2588	3732	5300	12900	25589	1636	2148	3670	5180	7474	14458	35000	104550
2024/2/23	808.6	1352	3140	2884	3558	3697	11667	9786	745.2	1473	2458	2003	2388	4250	4803	9626	704	996.9	2224	1996	2246	2737	3990	9403	559.3	895.4	1270	1818	2947	4443	6450	11341	901.1	2787	6896	7074	11896	17497	29917	55263	698.4	1195	3366	2753	4416	5200	10826	16475	703.9	1217	2675	2707	3050	3771	5914	10000	717.5	3130	5005	3502	4332	6400	6350	9861	835.5	1102	1955	2515	3488	5300	12800	25589	1686	2144	3680	5081	7474	14458	35000	100363
2024/2/22	816.4	1418	3125	2962	3559	3600	11000	9671	738.4	1545	2394	1973	2294	4107	4500	9626	696.9	998.7	2152	1890	2100	2754	3997	8804	563.9	896.9	1311	1764	2760	4329	6450	11349	908.1	2812	6855	7215	11781	16844	29917	55374	694.5	1211	3440	2906	4409	5300	10826	16475	719.1	1238	2702	2707	3143	3771	5914	10000	737.3	3190	4744	3502	4289	6400	6350	9856	850.2	1123	1972	2336	3466	5300	12800	25574	1762	2344	3699	5078	7474	14458	35000	105490
2024/2/21	832.3	1352	3168	2986	3579	3699	11596	9700	764.6	1533	2339	2105	2432	3835	4500	8988	698.9	978.3	2035	1910	2051	2730	3800	8788	571.3	922.6	1392	1860	2699	4419	6830	10496	906.1	2824	6890	7247	11890	15999	27875	55448	706.9	1254	3373	2981	4456	5201	9857	16443	716.3	1209	2636	2553	3170	3797	5481	9999	741.9	3070	4610	3221	4385	6349	6010	9856	846.6	1124	1950	2210	3389	5190	12525	25588	1775	2479	3650	5125	7400	13300	35000	105490
2024/2/20	840.1	1378	3018	2989	3560	3699	10645	9700	799.4	1501	2338	2055	2444	3835	4700	8988	689.2	912.7	1975	1938	2030	2730	3799	8546	582.6	903.8	1461	1836	2700	4493	6798	10496	922.2	2798	6879	7200	11546	15522	28500	55458	709.2	1280	3161	3034	4456	4944	9857	16925	709.4	1165	2471	2402	3123	3615	5224	9986	760.1	3134	4540	3382	4380	6349	5999	9894	842.2	1091	1900	2168	3389	5190	12071	25588	1771	2484	3753	5014	7400	13298	35000	106900
2024/2/19	877.8	1384	3042	2996	3512	3699	10122	9695	802.4	1592	2497	2047	2444	3617	4700	9097	703.1	908	1857	1927	2020	2730	3799	8546	583.9	891.8	1470	1841	2652	4444	6798	9979	920.4	2801	6998	7317	11412	15522	27925	55405	715.1	1262	2945	2818	4456	5260	9857	17000	710.5	1191	2309	2283	3203	3652	5224	9374	769.8	3148	4542	3568	4381	6199	5999	9894	820.3	1153	1892	2207	3349	5190	13248	25588	1785	2461	3713	5091	7400	13500	35000	107000
2024/2/18	862	1340	3100	2873	3200	3749	10122	9581	832.6	1599	2599	2188	2406	3370	4638	9898	698.8	902.1	1852	1901	1995	2800	3774	8636	573.2	895.5	1468	1861	2607	4453	6798	9868	907.7	2745	6986	7035	10867	15008	27589	54713	705.9	1270	2723	2653	4456	5281	9079	17000	744.6	1182	2164	2101	3203	3652	5224	9124	762.1	3147	4521	3742	4399	6100	5999	9460	874	1112	1888	2195	3300	5098	13248	25270	1779	2461	3800	5091	7300	13500	35000	108375
2024/2/17	857.1	1291	3170	2682	3050	3890	9600	9697	835.5	1561	2694	2298	2392	3557	4649	9870	688.1	899.5	1843	1958	2010	2800	3700	7997	555.6	858.2	1382	1800	2825	4400	6798	9380	909.8	2766	7005	6983	10766	14900	27589	53779	701.5	1181	2498	2443	4063	5288	9079	17000	708.3	1196	2034	1957	3297	3900	5496	9950	747.7	3119	4730	3769	4499	6350	6000	8977	851.9	1095	1888	2181	3330	5064	13248	24950	1749	2424	3823	5049	7570	13290	34990	108375
2024/2/16	854.1	1278	3344	2613	3067	3942	9103	9600	831.6	1576	2626	2243	2350	3238	4600	9306	703.3	893.1	1868	1886	2001	2880	3700	7743	565.4	884.2	1362	1806	2648	4045	6790	9074	923.6	2794	6990	6988	10445	14892	26740	51222	717.3	1125	2306	2281	3865	5289	8389	16999	718.6	1182	1989	1981	3337	3900	5450	9749	712	3118	4915	3777	4720	6308	6000	8925	867.4	1047	1838	2098	3330	5064	13248	24000	1749	2456	3855	5097	7580	13290	34950	108375
2024/2/15	866.9	1276	3506	2517	3088	3860	8948	9699	833.4	1580	2491	2115	2397	3200	4600	8800	699.2	907.8	1889	1840	1982	2880	3700	7749	553.6	905.1	1355	1865	2652	3777	6608	9350	914	2805	6999	6972	10425	14980	26498	51498	712.4	1082	2121	2161	3865	5113	8098	16216	744.3	1181	1994	1999	3308	3900	5450	10000	710.3	3041	5145	4000	4977	6308	6000	9000	850.5	1041	1900	2198	3333	5472	13248	25000	1749	2444	3944	5097	7580	13290	34950	108375
2024/2/14	886.8	1284	3549	2438	3108	3938	8948	9699	835.7	1670	2423	2197	2390	3200	4399	8259	713.7	898.9	1853	1733	2015	2800	3700	7787	569.5	971.7	1371	1850	2638	3995	6273	9350	930.2	2800	6970	6794	10457	14980	26204	51399	694	990.6	2001	2217	3587	5113	8188	15205	744.7	1157	1967	2000	3084	3717	5450	10000	701	2963	4891	4002	4977	6297	5999	8750	869.9	1088	1890	2170	3300	5472	13248	24913	1749	2444	3944	5065	7590	13285	34950	103562
2024/2/13	850.1	1395	3666	2398	3081	3898	8897	9700	833.8	1654	2434	2200	2399	3330	4500	8300	702.8	885.1	1891	1708	2023	2809	3700	7800	570.1	904.2	1428	1811	2614	3743	6240	9024	899.5	2806	6990	6918	10375	14500	26200	49889	696.3	986	1963	2148	3772	5113	8188	14422	702	1169	1975	1988	2922	3503	5450	9794	701.2	2847	4579	3688	5398	6250	5900	9250	865.7	1123	1890	2156	3300	5473	13248	24800	1705	2483	3944	5154	7413	13347	34950	109901
2024/2/12	802.5	1475	3718	2405	2943	3897	8873	9781	788.7	1567	2269	2241	2378	3330	4500	8399	697.2	874.5	1734	1791	1995	2584	3700	7899	562.5	911.9	1429	1831	2500	3548	6184	8547	883.5	2704	6931	6844	10416	14500	26213	48997	693.2	952.4	1965	2190	3600	5263	8600	13725	684.4	1112	1886	2043	2704	3310	5489	9068	698	2610	4172	3462	4990	6243	5900	8998	861.8	1037	1956	2191	3353	5473	13248	25000	1703	2359	4007	5139	7407	13347	34950	105000
2024/2/11	847.8	1476	3862	2379	2908	3800	8873	9000	839.7	1478	2126	2182	2332	3313	4400	8399	716.3	891.6	1730	1897	1995	2584	3699	7980	570.7	883.5	1505	1789	2599	3800	5929	8547	882.7	2679	7012	6838	10239	14500	26499	46000	710.4	1020	1908	2182	3588	5299	8623	13800	674.2	1195	1793	1946	2551	3107	5489	8972	714.2	2482	3860	3462	4957	6221	5897	8854	843.4	1100	1974	2217	3293	5475	13248	24975	1702	2235	4007	4975	7407	13347	34000	105000
2024/2/10	849.9	1482	4192	2414	2908	3897	8870	9783	784.5	1376	1962	2262	2321	3324	4500	8316	710	876	1730	1831	2050	2499	3699	7980	572	880.5	1540	1846	2620	3800	5498	9196	883	2442	6942	6999	10895	14871	26499	49994	702.3	1087	1964	2147	3573	5346	8381	13673	712	1176	1801	1895	2490	3050	5400	8971	708.6	2278	3529	3255	4552	6298	5993	8854	873.6	1098	1829	2117	3293	5475	13248	24766	1714	2032	4032	4909	7645	13340	34000	100322
2024/2/9	847.2	1456	4410	2420	2913	3900	8870	9785	747.6	1270	1856	2208	2326	3324	4500	8441	694.6	870.3	1697	1750	2011	2491	3699	7874	547.4	863.1	1551	1789	2601	3600	5300	9186	884	2380	6792	7592	10895	15039	26499	49995	693.4	1116	1908	2175	3784	4945	8381	12982	703.2	1131	1896	1917	2490	3097	5400	8975	700.9	2161	3242	3003	4187	6298	5993	8854	859.5	1050	1797	2084	3134	5475	13248	24999	1675	2180	4032	4962	7645	13340	34000	109990
2024/2/8	839.9	1348	4805	2402	2947	3947	8870	9585	739.7	1171	1695	2152	2360	3324	4500	8446	660.4	866.2	1555	1751	1876	2499	3699	7874	541.8	827.3	1504	1695	2588	3490	5209	9249	872.4	2389	6440	7670	10150	14900	26499	49300	684	1109	1778	2160	3784	4945	8381	12994	684.1	1186	1858	1829	2397	3059	5400	8700	696.5	2094	3181	2949	3888	6249	6283	8854	854.2	1096	1706	2091	3134	5395	13250	24999	1701	2136	3948	4735	7609	13299	34000	108617
2024/2/7	850.3	1337	4393	2391	3076	3957	8899	9497	729.2	1091	1596	2113	2386	3400	4599	8500	648.3	869.1	1589	1741	1893	2523	3699	7874	530.9	826.1	1541	1794	2575	3500	5189	9000	862.7	2247	6033	7394	10480	15100	25944	49643	682.8	1077	1710	2133	3784	4945	8999	12994	689.3	1148	1987	1829	2391	2998	5550	8775	696.2	2031	3053	2940	3878	6200	5850	8854	867.5	1056	1670	2068	3134	5000	13250	24999	1700	2169	3940	4655	7499	13299	34000	108137
2024/2/6	834.8	1268	4050	2424	3085	3957	8936	9497	720	1061	1573	2103	2395	3400	4648	8815	639.8	872.2	1492	1733	1883	2570	3669	7874	510.4	844.1	1450	1800	2458	3500	5189	9271	895.9	2263	5679	7748	10666	15100	27065	49153	669.8	997.3	1788	2185	3784	4860	9099	12896	673	1139	1883	1792	2393	3000	5550	8518	692.5	2015	3054	2962	3853	6200	5850	8572	876	1073	1688	2069	3134	4837	13250	24628	1693	2160	3940	4649	7488	13299	33900	113300
2024/2/5	801.5	1203	3736	2400	2900	3919	9204	9900	715	984.7	1557	2247	2396	3373	4648	9488	641.3	874.6	1432	1741	1857	2580	3566	7655	509.6	833.8	1369	1794	2600	3234	5106	9774	877.8	2217	5371	7700	10895	15100	28538	49221	640.3	921.3	1905	2160	3779	4800	9100	12995	678.9	1114	1830	1902	2393	3000	5550	8989	690.9	2028	2989	2818	3714	6200	6150	8886	844.5	1050	1697	2197	3332	4780	13250	25000	1707	2104	3808	4650	7400	13299	33900	113300
2024/2/4	803.3	1168	3570	2400	3095	3852	9204	9385	716.5	928.3	1602	2149	2395	3145	4310	9488	640.1	876.8	1443	1734	1802	2672	3566	7655	507.4	824.9	1302	1769	2475	2985	4757	9568	895.6	2231	5195	7264	10895	15100	30469	47966	632.9	853.2	1897	2080	3780	4600	9450	13000	666.5	1128	1889	1902	2299	2994	5550	8897	678.5	1958	3098	2945	3700	6200	6150	8986	833.8	1053	1697	2197	3332	4780	13250	25000	1744	2087	3808	4600	7555	13200	33900	110000
2024/2/3	802.1	1158	3298	2393	3097	3968	9204	9162	688.8	905.1	1609	2060	2395	3300	4596	9281	627.2	865.5	1433	1747	1816	2627	3367	7500	497.4	812.1	1289	1674	2484	3212	5187	9800	887	2216	4993	6856	10895	15055	30469	47000	636.3	829.6	1854	1897	3781	4600	9450	12899	665.5	1065	1894	1818	2400	2999	5549	8908	675.5	2004	2983	3141	3700	6286	6150	9050	832.9	1010	1693	2092	3332	4780	13250	25000	1709	2073	3933	4674	7555	13150	33900	110000
2024/2/2	817	1216	3138	2432	3147	4000	8600	9162	713.9	974.3	1693	1918	2396	3343	4596	9281	642.3	836.4	1450	1748	1955	2788	3579	7500	506.8	852	1285	1836	2403	3000	5187	9800	879.6	2253	5144	6856	10832	15055	30469	47000	643.9	835.3	1968	2070	3917	4600	9450	12781	688.2	996.7	1992	1888	2298	3000	5600	8908	699.7	2027	2835	3307	3716	6150	6150	9050	851	1071	1645	1982	3327	4782	13250	24999	1739	2097	3897	4740	7630	13400	34000	110833
2024/2/1	811.3	1152	3003	2483	3130	4000	8600	8978	695.4	946.7	1780	1914	2398	3343	4914	8500	645.8	826.4	1500	1715	2100	2788	3579	7500	501.5	843	1229	1754	2446	3178	5187	9375	880.4	2222	5316	6774	10040	15000	30469	49083	637.8	837.1	1915	1903	3917	4389	9441	12446	680.9	987.4	2079	2040	2222	3000	5600	8908	700.2	1998	3030	3307	3900	6150	6150	9249	849.9	1022	1540	1951	3159	4779	13250	25000	1712	2018	3700	4720	7630	13400	34000	110833
2024/1/31	797.7	1095	2882	2389	3013	4000	8600	9003	686.2	886.3	1676	1887	2398	3343	4914	8500	652.6	831.3	1456	1768	2150	2788	3359	7408	505.6	865.9	1295	1625	2396	3238	4999	9375	885.1	2141	5134	6779	9849	15000	32445	48994	653.8	871.1	1788	1909	3967	4176	9441	12089	661.6	1039	1959	1975	2311	3000	5600	8370	703	1990	2868	3050	3950	5928	6050	9249	849.2	1065	1450	2071	3159	4600	13250	23717	1783	2142	3764	4699	7600	13400	33333	109500
2024/1/30	802.4	1062	2711	2300	3150	3971	8905	9717	691.4	903.9	1666	1813	2388	3200	4914	8040	644.6	825.4	1440	1769	2150	2700	3650	7298	500.7	868	1291	1760	2404	3230	5000	9887	878	2111	4939	7014	9788	14574	29723	48150	648.4	827.3	1677	1909	3711	3822	10076	12104	666.4	1098	1850	1975	2405	3100	5600	8895	700.9	1954	2810	3204	4000	5928	6100	9249	845.5	1080	1585	2124	3332	4800	13250	24625	1775	2157	3724	4563	7600	13400	34000	109490
2024/1/29	817.4	1114	2713	2299	3109	3955	8905	9717	707.5	987.9	1750	1765	2359	3340	4914	7450	645.8	830	1478	1789	2150	2700	3650	7298	501.7	868.7	1243	1748	2424	3094	5150	9637	854.9	2054	4748	6507	9622	14139	29723	47655	649.2	804	1581	1957	3600	3585	10654	12412	656.6	1197	1901	1871	2544	3100	5600	8895	700.6	1964	2880	3125	4200	5928	6065	9249	842.8	1044	1593	2200	3332	4800	13249	24737	1768	2180	3732	4790	7590	13400	35000	109490
2024/1/28	808.3	1104	2884	2398	3300	3814	8655	9717	716.7	937.4	1783	1874	2387	3340	4550	7250	650.2	832.1	1458	1858	2030	2800	3700	7300	505.9	842.8	1260	1708	2400	2950	5150	9637	904.7	2007	4725	6403	9433	13227	27729	47655	650.6	830.7	1596	1943	3670	3585	10654	12131	669.7	1278	2071	1973	2544	3000	5600	8950	688.1	1946	3071	3081	4100	5928	6065	9050	837.7	1106	1695	2200	3288	4800	13249	23380	1852	2110	3949	4850	7640	12536	35000	109490
2024/1/27	819.3	1132	2960	2383	3300	3814	8600	9000	686.8	994	1720	1829	2380	3231	4550	7087	670.8	884.4	1490	1979	1939	2800	3700	7300	503.6	860	1283	1715	2259	2950	5150	9749	936.3	2096	4775	6758	9500	12026	27729	47655	646.6	878.1	1599	2000	3593	3368	10654	12131	675.4	1207	2000	2050	2502	3088	5600	9004	704.6	1973	3335	3253	3948	5928	6065	9100	845.8	1130	1671	2216	3070	4800	13067	23380	1823	2160	3890	4785	7375	12536	33000	109490
2024/1/26	828.3	1090	2905	2585	3498	4020	8600	9496	700.2	964	1850	1827	2372	3355	4550	7449	660.9	842.4	1466	1979	2130	3038	3700	7000	510.3	848.3	1275	1712	2400	3188	5150	9749	899.5	2087	4967	6558	9829	11966	27729	44975	660.7	851.7	1698	2075	3437	3700	10654	12148	669	1142	1995	2050	2675	2945	5600	9635	694.8	1898	3335	3430	4250	6262	6065	9100	855.6	1100	1619	2333	3300	4800	12342	24999	1783	2185	3875	4939	7399	13700	33000	109495
2024/1/25	821.7	1111	2834	2535	3498	4020	9000	9496	710.4	1052	1910	1820	2380	3062	4550	7449	661	881.5	1600	1988	2097	2794	3700	7350	513.6	855.9	1316	1800	2380	3252	5130	9108	854.5	2188	4967	6022	9800	11966	27729	46000	678.5	885.6	1692	2150	3257	3650	10654	12148	679	1084	2115	2056	2675	2945	5642	9635	718.1	1968	3065	3430	4250	6250	6053	9100	858.4	1140	1696	2315	3400	4800	12342	24999	1824	2185	3875	4981	7659	13700	33000	109495
2024/1/24	833.4	1133	2998	2462	3433	3975	9000	9350	714.8	1006	1905	1802	2305	3292	4600	7464	671.3	836.3	1546	1973	2097	2606	3700	7400	522.2	856.9	1301	1780	2392	3252	5029	9800	801.1	2189	4779	5645	9830	11500	27729	47625	654.9	841.2	1692	2201	3032	3663	11427	11977	694.9	991.1	1991	1954	2675	3200	5642	9213	708.7	2095	3260	3307	4100	6225	6112	9244	844.5	1063	1695	2300	3400	4788	11661	25000	1830	2173	4049	5078	7659	13245	33000	109495
2024/1/23	832.2	1123	3008	2600	3433	3804	9000	9940	711.5	998	1975	1823	2167	3292	4647	7250	664.7	825.3	1482	2092	2000	2480	3700	7350	519.1	847.4	1300	1800	2375	3192	5096	9840	824.2	2067	4767	5650	9808	11500	27729	47625	647.2	853.5	1690	2125	3263	3889	11427	11977	700.5	957.3	1988	2021	2678	3200	5642	8999	706	2003	3260	3414	4309	6400	6112	9100	839.5	1068	1621	2158	3400	4700	11661	25000	1818	2079	4049	5012	7650	13245	33000	105000
2024/1/22	869.3	1121	3058	2412	3266	3804	9000	9940	714	913.1	1900	1875	2298	3300	4600	7700	662.7	842.1	1499	2092	1987	2412	3700	7062	531.7	874.1	1260	1823	2437	3100	5096	9900	824.4	2150	4635	5871	9764	12000	27729	48013	675.7	879.7	1606	1989	3263	3898	11427	11599	696.4	903.3	2145	2146	2663	3278	5642	8950	702.5	2046	3083	3312	4604	6400	6300	8879	869.8	1138	1679	2000	3400	4700	11661	25000	1804	2075	4007	5009	7650	12083	33000	104194
2024/1/21	871.2	1140	3238	2499	3225	3502	9000	9409	713.4	884.7	1878	1899	2298	3282	4900	7700	670.4	849.8	1470	2124	2046	2400	3500	7062	527.3	861.2	1307	1811	2460	3083	4800	9675	812.6	2164	4842	5871	9764	12000	25586	47250	656.6	877.5	1699	1885	3267	3900	11427	11599	678.2	904.9	2015	2146	2627	3278	5449	9100	697.3	2040	2835	3401	4604	6073	6300	9275	853.6	1130	1631	1989	3400	4747	11661	25000	1828	2094	3772	4917	7665	12000	33000	104194
2024/1/20	881.9	1153	3238	2576	3225	3502	8500	9900	711.5	906.8	1853	1940	2298	3282	4900	7700	658.6	868.1	1387	1960	1991	2400	3500	7062	528.6	865.6	1333	1733	2410	3102	4800	9220	799.7	2195	4775	5703	9888	11916	25586	47833	668.9	883.1	1693	1898	3089	3900	11427	12100	674.4	908.6	1882	1991	2627	3159	5449	9100	695.6	2000	2732	3390	4604	6073	6300	9000	871.5	1128	1542	1939	3350	4747	11000	25000	1730	2133	3797	5027	7665	12000	33000	104194
2024/1/19	877.1	1176	3281	2520	3218	3502	8500	9730	715	986.7	1759	1930	2377	3108	4900	7498	668.6	871	1486	1826	1988	2400	3491	7400	527.3	866.9	1321	1799	2470	3102	4800	9220	801.5	2198	4529	5977	9996	12150	25586	47833	666.9	885.8	1687	1996	3107	3900	11427	12200	650.3	933.9	1808	1976	2580	3142	5598	8933	685.5	2013	2780	3408	4338	6073	6000	9000	867.4	1131	1542	1908	3383	4747	11000	24364	1836	2106	3879	5069	7665	12000	33000	104194
2024/1/18	893.5	1097	3246	2400	3090	3502	8500	9338	701.8	1012	1874	1843	2278	3108	4900	7100	671.8	849	1490	1736	1898	2429	3491	7000	532.8	870.8	1299	1807	2411	3355	4800	9043	809.9	2106	4965	5983	9230	11886	25586	47833	666.8	880.8	1647	1909	2926	3900	11427	12175	670	906.3	1866	1833	2463	2974	5291	9100	700	1991	2725	3374	3969	6073	6000	9000	859.3	1036	1485	1893	3383	4747	11000	22513	1806	2002	3705	4875	7220	11749	33000	104194
2024/1/17	878	1199	3272	2498	3170	3249	9050	9400	713.5	1036	1775	1937	2390	3129	4900	7490	689	856.1	1414	1757	1969	2635	3712	7300	545.1	914.5	1320	1847	2307	3532	5000	9600	817.8	2049	4900	6154	9749	12733	27667	48000	699.8	881.5	1688	1892	2997	3677	12000	11875	687	950.5	2005	1883	2479	2972	5291	9100	727.2	2012	2810	3418	3993	6591	6430	9000	869.2	1028	1583	1897	3649	4840	10875	24000	1798	2115	3931	5127	6801	11823	32000	110000
2024/1/16	866.6	1159	3093	2446	2927	3249	9094	9500	706.5	1017	1645	1989	2242	3127	4900	7490	674.2	851.2	1520	1718	1978	2768	3712	7398	549.8	897.4	1336	1850	2356	3532	4988	9417	808.1	2066	5048	6154	9999	12733	27667	48000	672.7	863.8	1578	1843	3064	3677	12000	12166	675	897.3	2134	1841	2479	2807	5291	9200	714.3	1974	2708	3320	3745	6500	6430	8998	852.6	1111	1523	1899	3600	4840	10875	23999	1782	2068	3775	5099	6801	11823	32214	110000
2024/1/15	851.2	1146	2988	2397	2980	3249	9183	9134	713.1	998.4	1600	1833	2390	3129	4900	7367	692.8	847.3	1654	1698	1983	2700	3712	7400	573.5	871.6	1227	1900	2356	3263	5000	9417	809.2	2065	5101	5632	9995	13608	27888	46250	676.1	848.4	1695	1811	3064	3690	12000	12166	700.9	889.2	2240	1778	2307	2807	5291	9189	715.3	1954	2674	3320	3756	6500	6430	8998	836.1	1054	1530	1950	3640	4840	10500	24798	1824	2087	3770	4993	6801	10975	32214	107500
2024/1/14	863.2	1177	2949	2321	2853	3249	8453	9134	707.6	988.6	1600	1833	2398	3129	4900	7350	695.8	828.9	1792	1698	1983	2650	3712	7399	572.6	873.6	1182	1821	2446	3349	5000	9438	812.8	2056	5200	5586	9998	13608	27888	47000	705.9	870.9	1699	1800	3088	3669	12000	12221	696.3	853.4	2411	1800	2307	2807	5291	9015	694.8	1908	2854	3328	3737	6500	6500	9050	851.3	1079	1529	1980	3664	4782	9999	24798	1828	2087	3770	4766	6801	10975	34999	113000
2024/1/13	857.8	1192	3000	2339	2940	3146	8000	9134	718.4	995.9	1583	1833	2378	3129	4672	7350	697.1	840	1917	1666	1988	2828	3712	7257	582.3	852.8	1204	1750	2368	3340	5189	9475	813.8	2049	5295	5497	9900	13608	27690	47000	690.5	830.6	1675	1800	2980	3988	11482	12017	699	873.4	2645	1761	2333	2800	4936	9015	721.4	2002	3049	3425	3721	6400	6233	9050	829.8	1058	1493	1970	3666	4508	9990	24798	1814	2120	3685	4694	6500	10899	33000	112875
2024/1/12	842.7	1142	2989	2399	2965	3302	8380	9869	710.8	1053	1595	1739	2378	3120	4672	7350	696.1	836.3	2092	1668	1998	2996	3500	7257	561.3	820.6	1182	1665	2298	3300	5200	9175	819.9	2082	5318	5551	9900	14735	27669	46371	682.4	825.1	1639	1780	3260	3945	11482	11994	685.3	872.9	2785	1707	2219	2917	5200	9250	699.9	1983	3221	3430	3740	6400	6233	9300	831.6	1043	1470	1969	3664	4276	9752	24798	1808	2135	3749	4600	6598	10874	33000	114000
2024/1/11	843.3	1200	2987	2399	2866	3277	8999	9999	701.4	1010	1589	1866	2193	3131	4672	7350	682.8	838.4	2268	1674	2010	3187	3500	7257	568.3	859.4	1234	1799	2341	3367	5188	9175	812.9	2227	5189	5529	9900	16000	27669	45562	692.3	823.3	1569	1700	3260	4168	11482	11910	650	849	2940	1659	2063	2910	5335	9494	717.2	2072	3512	3415	3600	6600	6233	8656	842.5	987.4	1499	1905	3728	4276	9752	24625	1825	2107	3790	4600	6300	10949	35000	114000
2024/1/10	888.3	1162	3241	2395	2887	3555	8999	9917	697.2	990.6	1599	1973	2081	3131	4307	7350	666.2	802	2470	1692	1996	3187	3500	7000	574.3	858.6	1202	1677	2426	3367	5271	9167	808.6	2183	4893	5815	9645	16000	27669	44875	661.1	791.8	1650	1713	3260	4168	11482	11630	684.8	832.4	3083	1746	2228	3034	5000	9400	694.6	2264	3512	3587	3487	6600	6233	8656	849.6	998	1518	2007	3705	4450	9237	24625	1786	2103	3790	4549	6000	11713	35000	114000
2024/1/9	875.6	1194	3425	2419	2829	3540	9075	10000	689	906	1594	2105	2240	3000	4307	7349	700.2	849	2644	1672	2020	3187	3530	7230	589.8	857.8	1188	1696	2420	3283	5271	9024	841.8	2146	5145	5973	10417	16000	26445	44667	685.1	806.1	1737	1743	3175	4168	11482	11288	693.4	862.5	3083	1812	2390	3299	5000	9000	719	2345	3788	3800	3487	6413	6450	8345	866	969	1466	2108	3705	4450	9237	24095	1827	2173	3734	4500	6300	11713	35000	110000
2024/1/8	883.5	1171	3425	2372	3000	3649	9075	10374	700.9	897.9	1675	2208	2380	3068	4608	7126	700.2	847.5	2858	1674	2000	3187	3530	7168	600.6	848.8	1267	1725	2314	3034	5000	9175	834.3	2169	5480	6442	11000	16000	27730	44667	699.1	841.3	1843	1895	3000	4100	11482	10622	700.3	876.9	3238	1890	2385	3299	5254	9000	696.7	2425	4103	3800	3807	6693	6450	8999	870.4	984.5	1383	2263	3494	4650	10000	24095	1836	2173	3500	4500	6225	11713	35000	111719
