日付	 速度L1	 速度L2	 速度L3	 速度L4	 速度L5	 速度L6	 速度L7	 速度L8	 速度NGL1	 速度NGL2	 速度NGL3	 速度NGL4	 速度NGL5	 速度NGL6	 速度NGL7	 速度NGL8	 フラグなしL1	 フラグなしL2	 フラグなしL3	 フラグなしL4	 フラグなしL5	 フラグなしL6	 フラグなしL7	 フラグなしL8	 効率L1	 効率L2	 効率L3	 効率L4	 効率L5	 効率L6	 効率L7	 効率L8	 高難易度L1	 高難易度L2	 高難易度L3	 高難易度L4	 高難易度L5	 高難易度L6	 高難易度L7	 高難易度L8	 ランダム難易度L1	 ランダム難易度L2	 ランダム難易度L3	 ランダム難易度L4	 ランダム難易度L5	 ランダム難易度L6	 ランダム難易度L7	 ランダム難易度L8	 ハードコアL1	 ハードコアL2	 ハードコアL3	 ハードコアL4	 ハードコアL5	 ハードコアL6	 ハードコアL7	 ハードコアL8	 ハードコアNGL1	 ハードコアNGL2	 ハードコアNGL3	 ハードコアNGL4	 ハードコアNGL5	 ハードコアNGL6	 ハードコアNGL7	 ハードコアNGL8	 耐久L1	 耐久L2	 耐久L3	 耐久L4	 耐久L5	 耐久L6	 耐久L7	 耐久L8	 ナイトメアL1	 ナイトメアL2	 ナイトメアL3	 ナイトメアL4	 ナイトメアL5	 ナイトメアL6	 ナイトメアL7	 ナイトメアL8
2024/6/9	739.1	1017	3814	2967	3299	4011	13200	8600	664.6	1010	1998	2200	3324	4092	7000	7400	657.8	967.2	2152	1983	3328	4584	6175	7778	507.4	807.6	1714	2056	3079	4350	6399	9133	899.7	3017	6394	7880	13500	15988	32248	56400	654.5	934.5	2350	2172	3587	4429	8389	10189	664.6	993.1	2944	2095	3375	4444	6496	9389	665.8	2215	5899	3136	4100	8832	8787	9030	799.4	1083	2350	2800	4000	6693	12000	25900	1517	2016	3614	6500	9900	20982	74750	95000
2024/6/8	736	1035	3505	2967	3281	3979	13200	8823	659.2	999	2044	2112	3110	4092	7147	7383	655.1	934.7	2118	1994	3188	4584	6175	8164	500.5	788.1	1646	1994	2980	4208	6414	9248	891.2	2974	6506	7752	13162	16442	29564	58666	657.6	925.9	2232	2197	3600	4429	8900	10399	648.9	991.8	2785	2090	3174	4700	6695	9024	677.6	2079	5514	3148	3999	8832	8787	8756	796.1	1083	2388	2872	3987	6693	12000	25850	1513	2030	3614	6490	9675	19700	74750	99446
2024/6/7	736.5	1029	3230	2826	3269	3898	13150	8824	654	998.7	2047	2076	2958	4069	7147	7171	666.3	909.8	2086	1968	3025	4600	6000	8400	498.6	809.3	1698	2008	3007	4200	6400	9300	894.7	2987	6443	7588	12335	15824	27712	57014	652.4	903.5	2282	2190	3531	4114	8900	10074	652.3	971.6	2607	2050	2998	4843	7036	8850	676.2	1999	5159	3086	3999	9363	8787	8013	760.1	1073	2385	2844	3980	6675	11999	25875	1503	2011	3899	6490	9900	19700	74750	100983
2024/6/6	741	1032	3185	2990	3200	4090	13150	8648	656	1004	2051	1980	2851	3890	7147	7137	662.3	908.1	2044	1983	3025	4600	6000	8400	499.3	812	1755	2046	2982	4335	6658	8992	895.4	2843	6006	7585	11871	14920	26000	53368	656.4	893.7	2461	2159	3471	4424	8900	10074	657.9	973.7	2387	2075	2988	4843	7036	8699	674.8	1955	4832	3086	4150	9898	8787	8592	799.1	1048	2286	2865	3992	6674	11128	25825	1492	2011	3900	6490	9900	21092	74750	101786
2024/6/5	730.2	1023	3113	2999	3092	4200	12500	8190	657.4	973.2	2054	1919	2898	4224	7147	7150	677.6	906.5	2037	1978	3050	4600	6000	7983	499.5	812.2	1696	1912	2952	4033	6658	8992	856.9	2780	5846	7353	11489	14313	25125	50389	653.8	906.8	2449	2188	3680	4233	8900	10697	657	973.5	2533	2154	2900	4588	7036	8508	669.1	1933	4438	3088	4400	9898	8787	9283	804.9	1057	2233	2792	4213	6674	11128	25750	1503	2044	3885	6484	9897	21092	74750	101786
2024/6/4	723.1	1038	3081	3049	3050	4200	11967	8100	662.2	1005	2009	1887	3143	4250	7147	7135	656.1	892.1	2038	1967	3289	4600	6000	7983	493.6	798.7	1588	1811	2899	3968	6658	8749	854.9	2654	5987	7132	11619	14500	25000	49305	638.8	903.5	2441	2054	3695	4233	8900	10316	665.2	979.3	2780	2116	2823	4588	7036	8515	653.9	2017	4123	3111	4386	9898	8787	9283	799.8	1083	2114	2692	4538	6500	11128	25000	1489	2004	3633	6485	9850	21092	74750	101582
2024/6/3	737.1	1047	3088	2985	3174	4300	11999	7993	660.7	993.2	2055	1940	3377	4245	6826	7125	664.1	919.9	2000	1973	3287	4600	6067	8394	491.2	784.6	1612	1901	2960	4082	6658	8550	900.3	2783	6341	7653	12142	13999	24997	49440	645	914.1	2582	2066	3784	4233	8900	10524	671.1	985.7	2942	2010	2974	4274	7036	8532	660.8	2203	3993	3222	4379	9898	8787	9288	787.8	1071	2094	2785	4500	6500	11128	24083	1501	1962	3751	6326	9891	21092	74750	100000
2024/6/2	739.5	1008	3077	3022	3240	4490	11999	7980	658.3	1019	2063	1924	3377	4269	6300	7100	659.3	918.1	1969	1917	3164	4670	6067	8394	493.4	822.3	1596	1764	2869	4075	6658	8477	866.7	2756	6915	7583	12797	14400	23083	49000	650.5	863.2	2732	2018	3784	4233	8900	10500	665.8	988.2	2757	1999	2900	4200	7036	8575	654.1	2367	4154	3042	4217	9898	8787	8999	790.4	1051	2083	2797	4225	6500	11128	23994	1544	2033	3623	6380	9891	21092	74750	101175
2024/6/1	745.8	1045	3086	3005	3240	4490	12345	8127	651.7	1020	1983	1905	3377	4269	6300	7140	662.5	919.8	1993	1942	3317	4670	6067	8398	497.3	820.3	1711	1919	2959	4200	6658	8897	854.7	2538	6487	7852	12797	13824	22499	49000	647.4	901.6	2897	2143	3782	4483	8900	10500	653.6	966.1	2599	2108	2984	4176	7036	8575	649	2491	4154	3072	4111	9898	8787	8999	799.3	998.2	2095	2850	4123	6500	11128	23992	1540	2047	3550	6480	9890	19568	74750	101868
2024/5/31	751.5	1032	2998	3022	3261	4490	13150	8075	667.1	1021	1982	1929	3410	4200	6300	7088	687.3	978	2100	1958	3539	4680	6455	8398	493.5	791.5	1716	1969	2902	4348	6658	8848	854.5	2398	6045	7781	12951	14945	21375	48477	654.9	871.3	3068	2027	3666	4483	8850	10498	666.1	956.5	2603	2125	2856	4195	7036	8428	650.7	2497	4555	3354	4341	9898	8787	8999	776.9	1080	2095	2800	4500	6699	12000	23991	1554	2038	3774	6467	9888	19568	74750	98749
2024/5/30	751.2	1081	3222	3063	3292	4528	12950	7945	667.8	1041	2018	1900	3546	4200	6222	6900	690.5	986.6	2157	1995	3881	4508	6455	8299	499.2	795.3	1835	1984	2871	4313	6658	8986	860.1	2514	6000	7500	12951	15000	21375	47916	658.7	924.5	3092	2131	3706	4474	8850	10370	678.5	956.5	2529	2097	2998	4195	7036	8428	651.2	2486	4955	3285	4372	9732	8787	8389	798.5	1093	2050	2810	4250	6502	12000	23258	1518	1996	3755	6291	9791	19568	74750	100000
2024/5/29	762	1074	3002	2839	3200	4528	13088	8146	679	1037	1961	2004	3327	4117	5905	7094	687.1	930	2050	1950	4116	4281	6455	8100	498.3	811.1	1779	1908	2815	4250	6584	8819	890.5	2756	6138	7956	12890	15000	21504	46219	667.2	906.5	3030	2020	3706	4474	8999	10106	666.8	975.1	2460	2041	2865	4111	7400	8499	657.7	2320	5375	3386	4643	9732	8787	9093	801	1010	1970	2757	4250	6000	12000	21911	1504	2000	3715	6183	9760	18300	72500	101000
2024/5/28	755	1055	3241	2799	3281	4528	13200	8146	674.8	989.6	2059	2057	3327	4100	5927	6785	683.9	990	2222	2058	4475	4656	6455	8300	497.8	827.7	1746	1979	2870	4250	6788	9473	903.4	2944	6084	8067	13333	14990	20165	45099	661.3	917.9	2800	1975	3790	4475	8999	10106	659.8	971.2	2685	2099	2950	4199	7400	8533	664.9	2522	5459	3403	4643	9078	8700	9738	793	1038	1842	2819	4250	6000	12000	23660	1529	2085	3831	6175	9798	18599	72500	100900
2024/5/27	750.2	1104	3209	3000	3300	4247	13200	8176	712	1031	2086	1983	3208	4395	6300	6986	697.8	983.1	2085	1958	4750	5000	6455	8300	496.1	809.1	1886	2000	2989	4250	6788	9473	896.3	2800	6055	8021	13333	14990	20165	45461	655.3	944.7	2738	2085	3790	4500	8999	9699	671.9	981.5	2685	2143	2828	4199	7400	8590	672.6	2436	5019	3506	4643	8580	8656	10250	801	1107	1983	2800	3998	6000	12000	23879	1541	2032	3874	6190	9700	18909	72500	100783
2024/5/26	752	1072	3143	3061	3420	4165	13200	8100	706.3	1009	2053	1999	3195	4395	6300	7137	705.9	979.2	2185	2010	4750	5000	6455	8300	511.7	868.4	1884	2055	2995	4250	6788	9015	895.9	2629	6108	7994	12550	14975	20119	45350	657.1	942.5	2597	2126	3795	4500	8999	9699	656.3	949.6	2593	2113	2999	4111	7300	8590	688.2	2221	4570	3506	4700	8580	8656	10250	800.3	1046	1969	2850	4000	6000	12500	23877	1548	2140	3912	6180	9792	18909	72500	100700
2024/5/25	747	1040	3133	2899	3350	4049	13200	8100	708.2	1006	2067	1984	3000	4499	6300	7147	691.4	916.9	2025	1983	4500	5000	6455	8300	501.6	842.1	1787	2077	2950	4513	7076	9015	852.6	2432	5864	7733	12046	15312	21017	45058	664.3	923.6	2459	2098	3700	4627	8999	10271	663.7	938.3	2381	2086	2907	4250	7350	8567	681.3	2040	4276	3480	4700	8390	8656	10250	797.7	991.5	1943	2971	3998	6000	12500	23876	1563	2075	3912	6076	9792	18909	72500	95351
2024/5/24	741	1020	3087	2831	3398	4049	13149	8016	674.4	954.8	2004	1998	2993	4476	6300	6990	687.4	849.8	1970	1991	4765	5000	6455	8300	500.4	800.6	1731	2070	3008	4513	7076	9712	830.1	2257	5371	7703	12063	16315	21017	45058	663	879.1	2318	2095	3794	4391	8313	10271	659.6	897	2175	2050	2987	4250	7350	8550	652	1864	4097	3489	4700	8390	8656	10250	801.6	978.6	1908	3000	4000	6000	12500	22860	1559	2116	3912	6076	9792	18909	72500	95351
2024/5/23	734.9	1016	2910	2635	3439	4000	12787	7972	679.8	932.7	1907	1955	2993	4476	6225	7074	651.6	895	1970	2094	4765	5000	6150	8300	498.1	797.5	1681	2083	3000	4221	7487	9712	825.4	2131	5248	7524	12099	16315	21017	44444	649.8	871.4	2300	2025	3485	4475	8146	10900	651.3	928.4	2283	2084	2987	4222	7174	8600	649	1762	4192	3483	4500	7989	8638	10198	809.2	945.3	2000	2975	3950	6380	12500	22860	1553	2013	3815	6165	9792	17999	72500	100088
2024/5/22	743.7	1009	2955	2503	3250	3917	12798	7972	697.1	938.6	1818	1965	3000	4474	6070	7033	679.4	899	1972	2224	4950	4867	6000	7943	498.8	771.4	1779	2020	2981	4222	7487	9712	830.8	2181	5564	7210	12037	16315	22900	41182	655.1	846.8	2302	2103	3500	4475	8146	10687	650.3	935	2455	2017	2990	4075	7400	8893	658.1	1840	4400	3448	4400	8577	8638	10115	801.3	964.3	2000	3006	4215	6680	12500	23950	1568	2096	3850	6005	9045	17000	72500	96863
2024/5/21	727.8	1000	3033	2667	3159	3917	12200	8332	687.1	945	1951	1914	2804	4391	5569	7492	657.5	905.8	1935	2094	4717	5174	6000	7943	500.3	807.5	1807	1965	3178	4062	7487	9678	845.5	2023	5895	7177	12386	15601	22900	42882	613.5	836.5	2321	2121	3491	4455	8650	10952	660.9	936.8	2252	2109	2999	4170	7400	8893	649.6	1824	4150	3462	4398	8577	8638	10782	793.8	997.9	2000	3067	4300	6680	12030	23462	1544	2169	3897	5507	9045	17633	72500	96863
2024/5/20	744	999.1	3022	2502	3225	3881	12105	8000	694.1	985.2	1940	1910	2789	4142	5569	7492	677.7	880.5	1924	1991	4970	4874	6000	8400	502.7	801.9	1817	1981	3180	4369	7487	9608	850.1	2181	5948	7363	12182	15601	22148	45458	671.5	850.3	2118	2095	3296	4700	9291	11600	662.9	948.5	2239	2084	2818	4173	7400	8488	649.3	1718	3862	3295	4286	8577	8342	10058	798.3	1038	1899	3067	4454	6680	12030	23666	1536	2190	3799	5974	9800	18800	72500	96863
2024/5/19	756.9	977.5	3175	2363	3257	4024	12000	8398	680.8	985	1894	1842	2770	4064	6000	7492	673.9	928.2	1868	1913	4800	5263	5934	8100	507.8	801.1	1754	1957	3075	4669	7000	9200	833.9	2008	5800	7443	13000	16500	22148	45997	708.8	824.5	2058	2123	3500	4700	9291	11600	665.7	945.8	2239	2074	2741	3900	7400	8559	641.1	1762	3666	3116	4022	8577	8342	9588	802.3	1088	2000	3099	4721	6090	12030	23950	1500	2210	3800	5823	9800	18500	72500	100000
2024/5/18	745	1039	3199	2336	3084	4024	12000	8111	661.8	958.4	1958	1828	2718	3832	6440	7300	653.9	972.4	1852	1969	4752	5203	5934	8500	502.3	802.4	1633	2001	3000	4980	7000	9598	831.7	2145	5866	7499	13324	16500	22148	46092	675.8	862.5	2235	2062	3488	4700	9291	12198	645.2	914.1	2400	2084	2506	4015	7400	8559	689.5	1841	3410	3267	3971	8237	7845	9899	806	1049	2050	3000	4721	6446	12990	23950	1557	2148	3878	6121	9800	18000	72500	100000
2024/5/17	732.7	998	3168	2252	3010	4381	12000	8482	661.9	934.5	1956	1840	2901	4126	7000	7101	678.3	930.6	1871	1988	4609	5203	5934	8414	512.2	797	1517	1993	3000	4980	7000	9573	832	2082	5636	7479	13562	16999	24000	46092	643.4	866.5	2237	1997	3277	4799	9291	11908	651.5	891.1	2446	2010	2702	4098	7500	8888	674.3	1808	3423	3426	3990	8237	8500	9619	793.2	993.8	2000	3115	4749	6819	13000	23950	1496	2030	3941	6097	9800	17572	72500	100000
2024/5/16	731.9	1004	2980	2223	3012	4449	12000	8748	644.3	931.1	1893	1918	2897	4100	7000	7649	666.9	958	1866	1991	4609	5032	5577	8399	506.5	805.2	1582	2022	3013	4832	7000	9598	834.6	2015	5587	7084	13562	17850	24000	47000	661	861	2391	2110	3537	4761	9291	12150	654.4	918.9	2575	2057	2774	4098	7500	8888	661	1833	3662	3588	3998	8237	8500	9500	813.5	1022	2038	3000	4943	6819	13000	23950	1505	2041	3715	6149	9375	17572	71400	100000
2024/5/15	738	999	3011	2344	3028	4600	12000	8600	661	939.8	1949	1871	2886	4179	7000	7488	684.4	931.3	1797	2005	4575	4900	5271	8300	517.3	820.9	1593	2000	3120	4832	7096	9450	839.2	2076	6017	7728	13600	17850	24000	48070	665.9	876.5	2487	2060	3600	4484	9291	11545	668.1	943.3	2575	2025	2788	4098	7479	8713	696.8	1931	3899	3698	4100	8237	8499	9474	833.7	1100	2028	3195	4943	6819	12658	23950	1483	2214	3976	6244	9375	16026	71400	100000
2024/5/14	733	1055	3301	2302	3033	4535	11998	8250	696.3	985	2065	1927	2897	4164	6999	7583	690.9	947.4	1813	2005	4646	5270	5000	8000	518.6	835.1	1596	2045	3120	4507	6724	9596	846.1	2043	5585	7746	13600	17850	24000	47000	696	899.2	2664	2256	3794	4484	10191	11216	690.9	942.8	2777	2064	2785	4082	7699	8750	645.6	1955	3800	3440	4149	8234	8499	9377	804.5	1062	2012	3198	4943	6819	12658	23950	1567	2196	3803	6244	9375	16026	71400	100000
2024/5/13	748.5	1033	3339	2302	3079	4288	11500	8508	688.4	988.1	2021	1921	2897	4000	6999	7583	695.1	978.5	1818	2021	4866	5270	5252	8280	522.7	835.9	1540	2023	3120	4507	6280	9100	837.5	2034	5376	7758	13450	17850	24000	47417	692.5	849.8	2903	2114	3766	4484	10191	11111	697.3	942.8	2725	2063	2811	4082	7699	8800	638.4	1934	4000	3527	4197	8234	8499	9394	830.5	1115	2071	3261	4944	6787	12658	23500	1563	2200	4085	5943	9500	16026	70930	99875
2024/5/12	729.1	1034	3329	2390	3079	4161	11500	8525	691.9	981.2	2073	1923	2896	4000	6940	7483	685.2	914.7	1847	2000	4866	5270	5500	8280	517.2	822.3	1538	2043	3089	4349	5977	9083	825.5	2036	5399	7776	13605	17850	25277	46000	671.7	838.8	2903	2100	3780	4691	10191	10769	687.1	941	2509	2046	2811	4082	7699	8756	673.3	1924	4256	3754	4024	8650	8499	9212	859.5	1179	2083	3261	4900	6800	12658	23500	1508	2167	4460	6000	9674	14708	70930	95352
2024/5/11	762.3	1093	3204	2391	3079	4105	11500	8348	714	1001	2087	1947	2893	4141	7500	7154	704.6	961.5	1930	2093	5150	5268	5493	8280	518.2	863.8	1486	2019	3075	4291	6408	9417	832.6	2045	5244	7738	13664	19250	25277	47249	699.1	883.3	3126	2193	3616	5078	10191	11187	696.6	962.5	2396	1916	2948	3817	7699	8725	700.9	1878	4527	3982	4224	8650	8499	8945	855.1	1137	2255	3261	4900	6800	12658	22442	1572	2289	4460	6293	9674	14708	70930	100327
2024/5/10	750.7	1081	3330	2336	3059	4107	11165	8400	707.2	1040	2046	1880	2894	4150	7500	7500	705.7	982.8	1886	2074	5150	5259	5493	7999	524.9	854	1500	2008	3165	4063	6408	8999	818.7	2048	5361	7838	13075	17900	25277	47249	702.1	918.7	3284	2203	3616	5375	10191	11124	701.2	962	2626	2049	2737	3817	7699	8788	706.3	1943	4798	4207	4250	8866	8499	8500	897	1153	2254	3013	4900	6800	13392	23500	1570	2278	4474	6220	9898	14708	70930	100327
2024/5/9	744.5	1091	3202	2469	3045	4016	11490	8375	711.6	998.8	2093	1915	2773	3990	7875	7500	695.5	949.9	1791	2076	5150	5300	5399	8000	510.6	822.4	1473	2050	3007	4288	6408	8999	834.6	2036	5337	7759	13683	17351	25277	48000	670	893.4	3481	2280	3616	5375	10191	10893	685.1	965.2	2644	1998	2600	4000	7672	8500	702.4	1901	5127	4551	4321	8621	8499	8880	882.3	1098	2257	3001	4841	6799	13392	23950	1517	2255	4335	6299	9898	14000	70930	101472
2024/5/8	739.3	1071	3191	2469	3044	4210	11992	8394	724.8	969.4	2237	1806	2674	3687	7875	7434	695.3	960	1874	2012	5009	5269	5200	8125	516.8	837.2	1499	1947	2937	4261	6404	9176	840.7	2065	5373	7725	14963	17351	26500	47474	699.1	870.2	3764	2201	3468	5900	10191	10231	702.1	961.8	2827	1995	2600	4063	7698	8500	694.2	1908	5465	4997	4099	7898	8431	8776	887.5	1163	2250	3186	4949	7306	13400	23000	1520	2242	4600	6232	9887	14774	66267	101964
2024/5/7	735.8	1043	3330	2474	3006	4210	12795	8231	703.7	977	2359	1855	2736	3873	7875	7253	704.4	1016	1979	1990	5131	5313	5385	8400	521.6	860.2	1583	1992	2999	4298	6447	9433	839.1	2065	5214	7733	15908	17885	26500	44875	696.2	887.2	3967	2092	3472	6200	10191	10933	699.9	968.2	2890	2066	2700	4099	7698	8683	700.1	1979	5727	5457	4444	7481	8431	9287	870	1160	2248	3399	4999	7306	13599	23129	1546	2300	4725	6408	9887	14774	62131	102989
2024/5/6	735.4	1082	3338	2411	3000	4210	12795	8637	696.9	994.3	2584	1899	2870	4150	7875	7714	700.7	1018	1955	2175	4958	5313	5385	8400	515.4	849	1672	1988	2916	4300	6447	9812	851.8	2099	5624	7516	17035	17885	26900	45000	699.6	889.3	4275	2214	3687	6200	10191	10457	700.6	989	3030	1969	2675	3967	7750	8540	683.5	1900	6000	5915	4444	7481	8422	9287	870.1	1233	2229	3399	4967	7306	13599	23125	1572	2290	4762	6273	9887	14774	62131	102989
2024/5/5	747.2	1095	3182	2389	3009	4395	12796	8637	707.9	1035	2757	1872	2870	4150	8047	7722	696.4	1116	2129	2175	5291	5373	5399	8400	509.3	843.1	1802	1965	2932	4276	6449	9321	865.3	2184	5906	7661	17035	17885	26900	46499	693.8	893.7	4523	2214	3849	6303	10191	10457	690.5	989	3198	1950	2524	3795	7750	8540	697.2	2036	6088	6218	4672	7061	8700	9369	897.3	1215	2375	3276	5077	7650	13599	23500	1574	2298	5000	6003	9899	14774	62131	102989
2024/5/4	747.6	1087	3182	2300	3009	4665	12796	8606	707.7	1047	2968	1994	2897	4152	8047	7700	665.7	1100	2328	2188	5291	5373	5333	8400	507.3	856.3	1960	2065	2787	4299	6449	9239	863.4	2103	6139	7660	17907	17885	26900	44139	658.2	943	4956	2233	4031	6200	10191	11269	661	974.3	3033	2059	2600	4100	7750	8540	657.5	2154	6471	6798	4897	7017	8700	9369	843.9	1275	2561	3211	5094	7650	13698	24767	1583	2274	5000	6012	9899	14700	62131	102989
2024/5/3	738.6	1142	3426	2406	3009	4665	12798	8700	675.5	1013	3187	2068	2940	4153	8047	7740	669.2	1056	2328	2207	5291	5266	5333	8425	519.3	870.8	2070	2236	2892	4000	6334	9000	864.8	2167	6138	7798	17907	17171	26900	47580	651.5	940	4956	2269	4031	6200	10191	10901	662.5	949.8	3033	2015	2700	4100	7750	8802	656.1	1986	6889	6800	5165	6758	8700	9369	886	1255	2704	3232	5126	7650	13698	24999	1566	2289	5000	6075	9899	13814	62131	102249
2024/5/2	755.3	1133	3640	2481	3040	4979	12777	8777	672.9	992.9	3463	2090	2949	4170	8047	7775	697.2	1074	2490	2213	5291	5550	5333	8315	519.4	955.5	2268	2426	3018	4304	6334	9128	868.6	2324	6538	7368	17907	18390	25214	50897	661.6	918.1	5233	2209	4031	6350	10191	10901	669	1011	3273	2100	2696	4332	7750	8802	661.6	1889	7343	6519	5546	7000	8700	9353	908.4	1315	2729	3417	5154	7650	13687	26396	1590	2268	4995	6400	9899	13663	62131	102371
2024/5/1	776.4	1121	3814	2399	2934	4979	12488	8508	704.5	1065	3763	2160	2964	4170	8047	7600	718.8	1177	2652	2021	4845	5253	5427	8315	518.6	1009	2409	2586	3174	4321	6800	9022	881.4	2465	6557	7911	19235	18390	25214	50897	694.8	978	5490	2372	4000	6574	10191	11469	686.6	1026	3596	2200	2800	4332	7750	8733	693	2019	6758	6069	5913	7014	8700	8999	892.4	1335	2713	3405	5177	7063	14000	25000	1515	2207	4995	6391	10000	14777	62131	100000
2024/4/30	787.3	1137	3704	2485	3145	4979	12777	8397	720.5	1146	4066	2147	2988	4170	7417	7895	744.6	1242	2887	2118	4490	4880	5427	8430	507	924.3	2257	2405	3079	4268	6800	9111	889	2594	7195	8550	20189	18642	25214	51209	696.5	1018	5036	2514	4177	6574	10730	11469	694.1	1030	3596	2122	3008	4291	7800	8733	698.7	2037	6307	6466	5913	7014	8700	9500	897	1459	2778	3414	5177	7063	14000	25000	1581	2200	5280	6400	10000	14777	62131	103097
2024/4/29	805.4	1112	3998	2605	3061	4629	12777	8292	707.5	1185	3838	2185	2998	4007	7417	8500	718.6	1246	2810	2104	4118	4497	5444	8000	521.7	927.2	2140	2398	2948	4294	6800	9118	892	2811	7749	8550	20189	17385	25214	51000	694.7	1044	4699	2654	4400	6574	10730	11430	694.2	1000	3400	1962	2999	4333	7800	8761	695.2	2190	5854	6010	5913	7399	8700	9500	939.6	1511	2870	3431	5150	7063	14000	26299	1558	2167	5280	6400	10000	14777	62131	103097
2024/4/28	806.5	1163	3822	2739	3061	4629	12777	8800	707.9	1182	3600	2112	3040	3900	7417	8500	701.6	1246	3005	2177	3840	4125	5444	8530	528.8	984.1	1965	2513	2946	4160	6800	9137	897.3	3059	8338	8980	20189	18600	27045	50996	698.8	1029	4521	2663	4295	6600	10730	11150	703.6	1007	3145	2139	2840	4333	7800	8860	697.8	2236	5431	5557	5422	7397	8700	9500	933.8	1442	2658	3494	5148	7063	14000	26299	1586	2290	5776	6417	9876	14777	62131	103097
2024/4/27	799.8	1202	3591	2739	3061	4629	12800	8800	737.5	1167	3944	2017	3230	3900	7417	8500	696.7	1207	3258	2289	3516	4125	5445	8500	535.9	1061	1867	2420	2909	4160	6800	9138	906.3	3241	9003	9822	20189	18600	28940	49933	706.5	1047	4147	2660	4250	6137	10730	11011	706	1030	3140	2101	2999	4300	7794	9177	703.6	2070	5165	5557	5000	7491	8700	9175	941.7	1575	2639	3494	5090	7700	14000	26299	1601	2318	5776	6431	9876	14777	61625	102000
2024/4/26	803.2	1211	3890	2917	3161	4349	12794	8728	785.3	1191	3696	2194	3242	3900	7417	8500	708.1	1140	3534	2289	3204	4287	5445	8616	539.3	973.3	1718	2253	2905	4416	6800	9100	936.3	3442	9003	10690	20189	18600	28940	49673	698.2	1114	4147	2691	4360	6137	9957	11000	697.3	1021	3158	2104	3000	4222	7700	9109	696.8	2246	4877	5557	5023	7491	8700	9175	925.4	1575	2765	3488	5090	7599	14000	25625	1562	2380	5776	6430	9876	14777	61625	103700
2024/4/25	798.7	1183	4099	2917	3200	4285	12799	8795	803.1	1203	3379	2265	2975	3900	7417	8499	705.2	1144	3705	2423	2955	4074	5445	9300	544	908.4	1607	2308	2950	4416	6846	8950	934.4	3755	9476	11700	21664	18600	28940	46782	702.7	1106	3944	2706	4360	6137	9957	10450	709.4	975.1	3430	2142	2980	4261	7600	8750	701.2	2222	4528	5220	4600	7494	8900	8943	933.5	1632	2925	3554	5329	7903	13800	24500	1565	2290	5492	6473	9876	14777	61625	103700
2024/4/24	816	1184	4198	2900	3200	4285	12794	8791	813.3	1142	3379	2274	2975	3750	7417	8400	697.2	1150	3705	2423	2806	3711	5575	9300	542.9	862.2	1697	2292	2868	4850	6846	9050	934.9	3968	9495	11700	20556	18275	28940	49749	701.1	1046	3709	2608	4279	6137	9957	10999	704	1045	3688	2189	3100	4261	7600	8938	709.6	2344	4528	4897	4247	7494	8900	9000	923.2	1543	2925	3554	5329	7903	13800	26244	1619	2429	5075	6377	9876	14486	56818	102500
2024/4/23	816	1232	4015	2900	3200	4285	12794	9000	832.7	1213	3079	2274	2975	3737	7417	7913	700	1098	4019	2573	2794	3711	5575	9300	526	834.8	1847	2449	2999	4850	7364	9050	900.2	4251	9398	11694	18693	17076	28940	49243	698.9	1141	3473	2481	4273	5702	10898	10749	696.4	1003	3933	2108	3150	4261	7600	8899	695.8	2157	4889	4897	4021	7494	8900	9499	920.5	1649	2750	3554	5500	8400	13800	26244	1769	2253	5075	6178	10297	14486	56818	102500
2024/4/22	807	1302	3763	2947	3203	4285	11998	8987	796.4	1332	2835	2178	3000	3707	7417	8157	701.6	1152	4019	2573	2771	3711	5575	9272	528.3	816.1	1991	2667	3092	4850	7364	9128	899.3	4605	8933	11694	18693	17076	28940	49997	703.4	1136	3509	2666	4273	5385	10898	10999	700.2	997.1	4167	2199	3150	4261	7600	9188	711	2178	5318	4584	4000	7850	8900	9449	921.7	1638	2983	3541	5500	8400	13800	26244	1815	2085	5453	6194	10295	14486	56818	102500
2024/4/21	848.9	1302	3552	2813	3199	4249	11998	8987	772.1	1437	2685	2039	3200	3494	7417	8567	700.6	1189	4337	2710	2638	3711	5595	9272	543.1	855.5	2094	2842	3110	4899	7364	9600	900.7	4925	8405	11899	18693	17076	28940	50142	704.6	1200	3396	2635	3974	5048	10898	10575	701.3	1051	4576	2145	3150	4261	7600	9150	724.3	2000	5653	4925	4250	7850	8900	9298	978.8	1651	2983	3350	5500	8400	13800	26417	1800	2123	5453	6150	10130	14445	56818	99975
2024/4/20	844.8	1261	3786	2865	3028	4249	11998	8521	716.2	1546	2752	2192	3234	3500	6965	8636	745.4	1208	4749	2710	2768	3511	5595	8923	540.9	854.5	2017	2645	2991	4900	7364	9500	896	4655	9073	12000	18693	17012	28319	49178	704.1	1128	3398	2791	4277	4679	10898	11000	727.3	1004	4576	2090	3005	4261	7600	9050	721	2148	6195	4925	4233	7850	8900	9000	965.8	1588	2983	3417	5500	8400	13800	26388	1665	2285	5400	6171	10211	14099	56818	101161
